INDEX,YEAR,MN,DT,RF,week
42939,2024,5,12,0.0,19
42939,2024,5,13,16.2,20
42939,2024,5,14,0.0,20
42939,2024,5,15,0.0,20
42939,2024,5,16,0.0,20
42939,2024,5,17,0.0,20
42939,2024,5,18,0.0,20
42939,2024,5,19,0.0,20
42939,2024,5,20,0.0,21
42939,2024,5,21,0.0,21
42939,2024,5,22,0.0,21
42939,2024,5,23,1.1,21
42939,2024,5,24,0.0,21
42939,2024,5,25,0.0,21
42939,2024,5,26,0.0,21
42939,2024,5,27,0.0,22
42939,2024,5,28,0.0,22
42939,2024,5,29,0.0,22
42939,2024,5,30,0.0,22
42939,2024,5,31,0.0,22
42939,2024,6,1,0.0,22
42939,2024,6,2,0.0,22
42939,2024,6,3,0.0,23
42939,2024,6,4,7.2,23
42939,2024,6,5,0.0,23
42939,2024,6,6,0.0,23
42939,2024,6,7,0.0,23
42939,2024,6,8,0.0,23
42939,2024,6,9,3.6,23
42939,2024,6,10,8.4,24
42939,2024,6,11,0.0,24
42939,2024,6,12,0.0,24
42939,2024,6,13,0.0,24
42939,2024,6,14,0.0,24
42939,2024,6,15,3.6,24
42939,2024,6,16,0.0,24
42939,2024,6,17,0.0,25
42939,2024,6,18,13.4,25
42939,2024,6,19,3.2,25
42939,2024,6,20,0.0,25
42939,2024,6,21,22.4,25
42939,2024,6,22,1.0,25
42939,2024,6,23,0.0,25
42939,2024,6,24,2.6,26
42939,2024,6,25,0.0,26
42939,2024,6,26,0.0,26
42939,2024,6,27,22.4,26
42939,2024,6,28,3.4,26
42939,2024,6,29,2.8,26
42939,2024,6,30,10.4,26
42939,2024,7,1,88.2,27
42939,2024,7,2,0.0,27
42939,2024,7,3,0.6,27
42939,2024,7,4,0.6,27
42939,2024,7,5,2.0,27
42939,2024,7,6,0.0,27
42939,2024,7,7,4.6,27
42939,2024,7,8,5.0,28
42939,2024,7,9,0.0,28
42939,2024,7,10,0.6,28
42939,2024,7,11,26.0,28
42939,2024,7,12,0.0,28
42939,2024,7,13,0.0,28
42939,2024,7,14,0.0,28
42939,2024,7,15,54.2,29
42939,2024,7,16,28.4,29
42939,2024,7,17,27.8,29
42939,2024,7,18,44.2,29
42939,2024,7,19,0.0,29
42939,2024,7,20,112.6,29
42939,2024,7,21,79.2,29
42939,2024,7,22,31.0,30
42939,2024,7,23,66.8,30
42939,2024,7,24,14.6,30
42939,2024,7,25,77.3,30
42939,2024,7,26,1.2,30
42939,2024,7,27,1.0,30
42939,2024,7,28,33.6,30
42939,2024,7,29,23.2,31
42939,2024,7,30,5.4,31
42939,2024,7,31,9.6,31
42939,2024,8,1,39.4,31
42939,2024,8,2,12.0,31
42939,2024,8,3,16.6,31
42939,2024,8,4,8.8,31
42939,2024,8,5,6.8,32
42939,2024,8,6,0.0,32
42939,2024,8,7,14.0,32
42939,2024,8,8,26.4,32
42939,2024,8,9,0.0,32
42939,2024,8,10,0.0,32
42939,2024,8,11,1.0,32
42939,2024,8,12,0.0,33
42939,2024,8,13,0.0,33
42939,2024,8,14,0.0,33
42939,2024,8,15,0.0,33
